candidate_count,completed_trades,unavailable_trades,wins,losses,flats,win_rate,gross_profit_dollars,gross_loss_dollars,profit_factor,total_pnl_dollars,expectancy_dollars,mean_return_pct,median_return_pct,unconstrained_end_balance,return_on_initial_balance_pct,realized_max_drawdown_dollars,realized_max_drawdown_pct,trades_per_21_sessions,exit_id,setup_id,split,session_count,winner_retention,loser_removal,expectancy_improvement_vs_baseline,training_expectancy_improvement,heldout_expectancy_improvement,improvement_survival_ratio,improvement_sign_survived
384,384,0,201,175,8,0.5234375,11659.0,-8916.0,1.3076491700314041,2743.0000000000005,7.143229166666668,1.9990398565283254,0.9705710779876475,102743.0,2.7430000000000003,1173.0,1.1345281504192821,55.23287671232876,fixed_60m,combined,train,146,0.21382978723404256,0.8687171792948237,16.33467255473927,16.33467255473927,3.24224664224664,0.19848862175727844,True
566,566,0,278,278,10,0.4911660777385159,17662.0,-14190.0,1.244679351656096,3472.0,6.134275618374558,1.7425690853984326,0.0,103472.0,3.472,1434.0,1.383328670788999,56.87081339712919,fixed_60m,exclusion,full,209,0.19372822299651568,0.8605817452357072,11.98272567577984,16.33467255473927,3.24224664224664,0.19848862175727844,True
182,182,0,77,103,2,0.4230769230769231,6003.0,-5274.0,1.1382252559726962,728.9999999999994,4.005494505494503,1.201443941915582,-3.670210855274969,100729.0,0.7289999999999994,1434.0,1.4209274673008323,60.666666666666664,fixed_60m,exclusion,heldout,63,0.15555555555555556,0.8441754916792739,3.24224664224664,16.33467255473927,3.24224664224664,0.19848862175727844,True
384,384,0,201,175,8,0.5234375,11659.0,-8916.0,1.3076491700314041,2743.0000000000005,7.143229166666668,1.9990398565283254,0.9705710779876475,102743.0,2.7430000000000003,1173.0,1.1345281504192821,55.23287671232876,fixed_60m,exclusion,train,146,0.21382978723404256,0.8687171792948237,16.33467255473927,16.33467255473927,3.24224664224664,0.19848862175727844,True
3067,3064,3,1317,1698,49,0.4298302872062663,95447.0,-103159.0,0.9252416173092023,-7712.0,-2.5169712793733683,-0.6756844976750398,-2.474237322722167,92288.0,-7.712,14292.0,14.206335795155214,307.86602870813397,fixed_60m,inclusion,full,209,0.9177700348432056,0.14844533600802412,3.331478778031913,4.538598643617442,1.194327894327893,0.26314904403531186,True
990,990,0,423,555,12,0.42727272727272725,35219.0,-33281.0,1.0582314233346353,1937.9999999999982,1.9575757575757557,0.48666184341841556,-3.164588653547634,101938.0,1.937999999999998,4072.0,4.070656683294513,330.0,fixed_60m,inclusion,heldout,63,0.8545454545454545,0.16036308623298035,1.194327894327893,4.538598643617442,1.194327894327893,0.26314904403531186,True
2077,2074,3,894,1143,37,0.43105110896817744,60228.0,-69878.0,0.8619021723575374,-9650.0,-4.652844744455159,-1.230517129151665,-2.268439108061754,90350.0,-9.65,10253.0,10.191544983747999,298.31506849315065,fixed_60m,inclusion,train,146,0.951063829787234,0.14253563390847712,4.538598643617442,4.538598643617442,1.194327894327893,0.26314904403531186,True
464,464,0,241,215,8,0.5193965517241379,15487.0,-11590.0,1.3362381363244176,3897.0,8.398706896551724,2.214765730208351,0.9616715096167239,103897.0,3.897,1575.0,1.5254976027894813,46.622009569377994,fixed_60m,quality_top_leaf,full,209,0.16794425087108014,0.8921765295887663,14.247156953957006,16.5039433880726,10.049252136752134,0.6089000610614509,True
144,144,0,71,71,2,0.4930555555555556,5238.0,-3681.0,1.4229828850855746,1556.9999999999995,10.812499999999996,2.5568926298824266,0.0,101557.0,1.5569999999999995,1098.0,1.0842623954496529,48.0,fixed_60m,quality_top_leaf,heldout,63,0.14343434343434344,0.8925869894099849,10.049252136752134,16.5039433880726,10.049252136752134,0.6089000610614509,True
320,320,0,170,144,6,0.53125,10249.0,-7909.0,1.2958654697180427,2339.9999999999995,7.312499999999998,2.0608086253550173,1.0634006228719906,102340.0,2.3399999999999994,1575.0,1.5254976027894813,46.02739726027397,fixed_60m,quality_top_leaf,train,146,0.18085106382978725,0.891972993248312,16.5039433880726,16.5039433880726,10.049252136752134,0.6089000610614509,True
