exit_id,setup_id,month,sessions_with_trades,candidate_count,completed_trades,unavailable_trades,wins,losses,flats,win_rate,gross_profit_dollars,gross_loss_dollars,profit_factor,total_pnl_dollars,expectancy_dollars,mean_return_pct,median_return_pct,unconstrained_end_balance,return_on_initial_balance_pct,realized_max_drawdown_dollars,realized_max_drawdown_pct,trades_per_21_sessions,cumulative_end_balance
end_of_session_1555,exclusion,2025-07,4,40,40,0,27,13,0,0.675,2139.0,-771.9999999999999,2.770725388601037,1367.0,34.175,10.691084662949217,6.87169478720725,101367.0,1.367,227.0,0.22634360354970587,210.0,101367.0
end_of_session_1555,exclusion,2025-08,21,111,111,0,61,49,1,0.5495495495495496,4754.0,-4062.0,1.1703594288527819,691.9999999999998,6.234234234234232,0.5500107375269673,4.0000000000000036,100692.0,0.6919999999999997,1187.0,1.1866440067979604,111.0,102059.0
end_of_session_1555,exclusion,2025-09,19,127,127,0,66,61,0,0.5196850393700787,5529.000000000001,-4893.0,1.1299816063764563,636.0000000000009,5.007874015748039,0.910806879371827,1.1627906976744429,100636.0,0.6360000000000009,1113.0,1.0996937061555183,140.3684210526316,102695.0
end_of_session_1555,exclusion,2025-10,23,136,136,0,61,74,1,0.4485294117647059,8928.0,-8047.0,1.109481794457562,881.0000000000003,6.4779411764705905,0.26441986838772186,-3.3931303017661008,100881.0,0.8810000000000003,3661.0,3.531295515708044,124.17391304347825,103576.0
end_of_session_1555,exclusion,2025-11,18,104,104,0,56,48,0,0.5384615384615384,10518.0,-4639.0,2.2672989868506144,5879.0,56.52884615384615,11.268153851662875,4.869956500221406,105879.0,5.8790000000000004,936.0,0.8827440513802307,121.33333333333333,109455.0
end_of_session_1555,exclusion,2025-12,19,117,117,0,53,64,0,0.452991452991453,7008.0,-6233.0,1.124338199903738,775.0,6.6239316239316235,1.6182724111513507,-5.243445692883886,100775.0,0.775,2255.0,2.231701041130597,129.31578947368422,110230.0
end_of_session_1555,exclusion,2026-01,19,93,93,0,46,45,2,0.4946236559139785,5657.0,-3282.0,1.7236441194393661,2374.9999999999995,25.537634408602145,8.067189032544748,0.0,102375.0,2.3749999999999996,627.0,0.6214935669964118,102.78947368421052,112605.0
end_of_session_1555,exclusion,2026-02,19,106,106,0,45,59,2,0.42452830188679247,4427.0,-4800.0,0.9222916666666666,-372.99999999999966,-3.5188679245282986,-0.44372343648925455,-4.364928308590282,99627.0,-0.37299999999999967,1997.0,1.978501015505028,117.1578947368421,112232.0
end_of_session_1555,exclusion,2026-03,22,154,154,0,68,85,1,0.44155844155844154,9790.0,-8492.0,1.1528497409326426,1298.0,8.428571428571429,3.119946176531031,-4.203202439954252,101298.0,1.298,4008.0,3.880374483246038,147.0,113530.0
end_of_session_1555,exclusion,2026-04,21,127,127,0,56,69,2,0.4409448818897638,9589.0,-7245.0,1.3235334713595583,2344.0,18.456692913385826,4.363256155541349,-3.971119133574008,102344.0,2.344,1948.0,1.897618235838488,127.0,115874.0
end_of_session_1555,exclusion,2026-05,16,86,86,0,43,43,0,0.5,5211.0,-4727.0,1.102390522530146,483.99999999999966,5.627906976744182,5.319201124512327,-0.05367616254712826,100484.0,0.4839999999999996,2248.0,2.20042677316419,112.875,116358.0
