trade_id,exit_id,leaf_id,keep_baseline,keep_inclusion,skip_exclusion,keep_exclusion,keep_combined,keep_quality_top_leaf
T000759,underlying_invalidation_eod,5,True,False,True,False,False,False
T000768,underlying_invalidation_eod,4,True,True,True,False,False,False
T000764,underlying_invalidation_eod,5,True,False,True,False,False,False
T000765,underlying_invalidation_eod,5,True,False,True,False,False,False
T000772,underlying_invalidation_eod,4,True,True,True,False,False,False
T000760,underlying_invalidation_eod,8,True,True,True,False,False,False
T000758,underlying_invalidation_eod,5,True,False,True,False,False,False
T000761,underlying_invalidation_eod,8,True,True,True,False,False,False
T000762,underlying_invalidation_eod,8,True,True,True,False,False,False
T000769,underlying_invalidation_eod,12,True,True,False,True,True,True
T000770,underlying_invalidation_eod,8,True,True,True,False,False,False
T000771,underlying_invalidation_eod,4,True,True,True,False,False,False
T000773,underlying_invalidation_eod,9,True,False,True,False,False,False
T000775,underlying_invalidation_eod,12,True,True,False,True,True,True
T000776,underlying_invalidation_eod,8,True,True,True,False,False,False
T000777,underlying_invalidation_eod,8,True,True,True,False,False,False
T000786,underlying_invalidation_eod,4,True,True,True,False,False,False
