trade_id,exit_id,leaf_id,keep_baseline,keep_inclusion,skip_exclusion,keep_exclusion,keep_combined,keep_quality_top_leaf
T000001,end_of_session_1555,12,True,True,True,False,False,False
T000002,end_of_session_1555,12,True,True,True,False,False,False
T000003,end_of_session_1555,7,True,True,False,True,True,False
T000004,end_of_session_1555,4,True,True,False,True,True,False
T000005,end_of_session_1555,12,True,True,True,False,False,False
T000006,end_of_session_1555,12,True,True,True,False,False,False
T000007,end_of_session_1555,12,True,True,True,False,False,False
T000008,end_of_session_1555,3,True,True,True,False,False,False
T000009,end_of_session_1555,9,True,True,False,True,True,False
T000010,end_of_session_1555,9,True,True,False,True,True,False
T000011,end_of_session_1555,9,True,True,False,True,True,False
T000012,end_of_session_1555,12,True,True,True,False,False,False
T000013,end_of_session_1555,3,True,True,True,False,False,False
T000014,end_of_session_1555,12,True,True,True,False,False,False
T000015,end_of_session_1555,3,True,True,True,False,False,False
T000016,end_of_session_1555,3,True,True,True,False,False,False
T000017,end_of_session_1555,7,True,True,False,True,True,False
T000018,end_of_session_1555,7,True,True,False,True,True,False
T000019,end_of_session_1555,12,True,True,True,False,False,False
T000020,end_of_session_1555,12,True,True,True,False,False,False
T000021,end_of_session_1555,4,True,True,False,True,True,False
T000022,end_of_session_1555,4,True,True,False,True,True,False
T000023,end_of_session_1555,12,True,True,True,False,False,False
T000024,end_of_session_1555,4,True,True,False,True,True,False
T000025,end_of_session_1555,4,True,True,False,True,True,False
T000026,end_of_session_1555,12,True,True,True,False,False,False
T000027,end_of_session_1555,12,True,True,True,False,False,False
T000028,end_of_session_1555,3,True,True,True,False,False,False
T000029,end_of_session_1555,9,True,True,False,True,True,False
T000030,end_of_session_1555,9,True,True,False,True,True,False
T000031,end_of_session_1555,9,True,True,False,True,True,False
T000032,end_of_session_1555,9,True,True,False,True,True,False
T000033,end_of_session_1555,4,True,True,False,True,True,False
T000034,end_of_session_1555,4,True,True,False,True,True,False
T000035,end_of_session_1555,4,True,True,False,True,True,False
T000036,end_of_session_1555,4,True,True,False,True,True,False
T000037,end_of_session_1555,12,True,True,True,False,False,False
T000038,end_of_session_1555,4,True,True,False,True,True,False
T000039,end_of_session_1555,12,True,True,True,False,False,False
T000040,end_of_session_1555,12,True,True,True,False,False,False
T000041,end_of_session_1555,4,True,True,False,True,True,False
T000042,end_of_session_1555,12,True,True,True,False,False,False
T000043,end_of_session_1555,4,True,True,False,True,True,False
T000044,end_of_session_1555,4,True,True,False,True,True,False
T000045,end_of_session_1555,4,True,True,False,True,True,False
T000046,end_of_session_1555,12,True,True,True,False,False,False
T000047,end_of_session_1555,12,True,True,True,False,False,False
T000048,end_of_session_1555,4,True,True,False,True,True,False
T000049,end_of_session_1555,4,True,True,False,True,True,False
T000050,end_of_session_1555,4,True,True,False,True,True,False
T000051,end_of_session_1555,9,True,True,False,True,True,False
T000052,end_of_session_1555,9,True,True,False,True,True,False
T000053,end_of_session_1555,12,True,True,True,False,False,False
T000054,end_of_session_1555,12,True,True,True,False,False,False
T000055,end_of_session_1555,6,True,True,False,True,True,True
T000056,end_of_session_1555,7,True,True,False,True,True,False
T000057,end_of_session_1555,12,True,True,True,False,False,False
T000058,end_of_session_1555,6,True,True,False,True,True,True
T000059,end_of_session_1555,6,True,True,False,True,True,True
T000060,end_of_session_1555,7,True,True,False,True,True,False
T000061,end_of_session_1555,12,True,True,True,False,False,False
T000062,end_of_session_1555,11,True,True,True,False,False,False
T000063,end_of_session_1555,3,True,True,True,False,False,False
T000064,end_of_session_1555,12,True,True,True,False,False,False
T000065,end_of_session_1555,12,True,True,True,False,False,False
T000066,end_of_session_1555,3,True,True,True,False,False,False
T000067,end_of_session_1555,12,True,True,True,False,False,False
T000068,end_of_session_1555,12,True,True,True,False,False,False
T000069,end_of_session_1555,4,True,True,False,True,True,False
T000070,end_of_session_1555,4,True,True,False,True,True,False
T000071,end_of_session_1555,9,True,True,False,True,True,False
T000072,end_of_session_1555,4,True,True,False,True,True,False
T000073,end_of_session_1555,12,True,True,True,False,False,False
T000074,end_of_session_1555,4,True,True,False,True,True,False
T000075,end_of_session_1555,12,True,True,True,False,False,False
T000076,end_of_session_1555,11,True,True,True,False,False,False
T000077,end_of_session_1555,6,True,True,False,True,True,True
T000078,end_of_session_1555,3,True,True,True,False,False,False
T000079,end_of_session_1555,3,True,True,True,False,False,False
T000080,end_of_session_1555,12,True,True,True,False,False,False
T000081,end_of_session_1555,11,True,True,True,False,False,False
T000082,end_of_session_1555,4,True,True,False,True,True,False
T000083,end_of_session_1555,12,True,True,True,False,False,False
T000084,end_of_session_1555,6,True,True,False,True,True,True
T000085,end_of_session_1555,12,True,True,True,False,False,False
T000086,end_of_session_1555,11,True,True,True,False,False,False
T000087,end_of_session_1555,12,True,True,True,False,False,False
T000088,end_of_session_1555,4,True,True,False,True,True,False
T000089,end_of_session_1555,11,True,True,True,False,False,False
T000090,end_of_session_1555,12,True,True,True,False,False,False
T000091,end_of_session_1555,12,True,True,True,False,False,False
T000092,end_of_session_1555,4,True,True,False,True,True,False
T000093,end_of_session_1555,9,True,True,False,True,True,False
T000094,end_of_session_1555,9,True,True,False,True,True,False
T000095,end_of_session_1555,9,True,True,False,True,True,False
T000096,end_of_session_1555,9,True,True,False,True,True,False
T000097,end_of_session_1555,9,True,True,False,True,True,False
T000098,end_of_session_1555,7,True,True,False,True,True,False
T000099,end_of_session_1555,12,True,True,True,False,False,False
T000100,end_of_session_1555,12,True,True,True,False,False,False
T000101,end_of_session_1555,7,True,True,False,True,True,False
T000102,end_of_session_1555,7,True,True,False,True,True,False
T000103,end_of_session_1555,12,True,True,True,False,False,False
T000104,end_of_session_1555,3,True,True,True,False,False,False
T000105,end_of_session_1555,12,True,True,True,False,False,False
T000106,end_of_session_1555,3,True,True,True,False,False,False
T000107,end_of_session_1555,6,True,True,False,True,True,True
T000108,end_of_session_1555,11,True,True,True,False,False,False
T000109,end_of_session_1555,11,True,True,True,False,False,False
T000110,end_of_session_1555,12,True,True,True,False,False,False
T000111,end_of_session_1555,9,True,True,False,True,True,False
T000112,end_of_session_1555,9,True,True,False,True,True,False
T000113,end_of_session_1555,9,True,True,False,True,True,False
T000114,end_of_session_1555,3,True,True,True,False,False,False
T000115,end_of_session_1555,3,True,True,True,False,False,False
T000116,end_of_session_1555,3,True,True,True,False,False,False
T000117,end_of_session_1555,11,True,True,True,False,False,False
T000118,end_of_session_1555,12,True,True,True,False,False,False
T000119,end_of_session_1555,3,True,True,True,False,False,False
T000120,end_of_session_1555,12,True,True,True,False,False,False
T000121,end_of_session_1555,11,True,True,True,False,False,False
T000122,end_of_session_1555,12,True,True,True,False,False,False
T000123,end_of_session_1555,4,True,True,False,True,True,False
T000124,end_of_session_1555,11,True,True,True,False,False,False
T000125,end_of_session_1555,11,True,True,True,False,False,False
T000126,end_of_session_1555,11,True,True,True,False,False,False
T000127,end_of_session_1555,12,True,True,True,False,False,False
T000128,end_of_session_1555,7,True,True,False,True,True,False
T000129,end_of_session_1555,12,True,True,True,False,False,False
T000130,end_of_session_1555,9,True,True,False,True,True,False
T000131,end_of_session_1555,9,True,True,False,True,True,False
T000132,end_of_session_1555,3,True,True,True,False,False,False
T000133,end_of_session_1555,7,True,True,False,True,True,False
T000134,end_of_session_1555,12,True,True,True,False,False,False
T000135,end_of_session_1555,3,True,True,True,False,False,False
T000136,end_of_session_1555,6,True,True,False,True,True,True
T000137,end_of_session_1555,7,True,True,False,True,True,False
T000138,end_of_session_1555,4,True,True,False,True,True,False
T000139,end_of_session_1555,12,True,True,True,False,False,False
T000140,end_of_session_1555,11,True,True,True,False,False,False
T000141,end_of_session_1555,4,True,True,False,True,True,False
T000142,end_of_session_1555,12,True,True,True,False,False,False
T000143,end_of_session_1555,7,True,True,False,True,True,False
T000144,end_of_session_1555,11,True,True,True,False,False,False
T000145,end_of_session_1555,3,True,True,True,False,False,False
T000146,end_of_session_1555,9,True,True,False,True,True,False
T000147,end_of_session_1555,3,True,True,True,False,False,False
T000148,end_of_session_1555,3,True,True,True,False,False,False
T000149,end_of_session_1555,3,True,True,True,False,False,False
T000150,end_of_session_1555,3,True,True,True,False,False,False
T000151,end_of_session_1555,3,True,True,True,False,False,False
T000152,end_of_session_1555,3,True,True,True,False,False,False
T000153,end_of_session_1555,3,True,True,True,False,False,False
T000154,end_of_session_1555,12,True,True,True,False,False,False
T000155,end_of_session_1555,12,True,True,True,False,False,False
T000156,end_of_session_1555,11,True,True,True,False,False,False
T000157,end_of_session_1555,7,True,True,False,True,True,False
T000158,end_of_session_1555,11,True,True,True,False,False,False
T000159,end_of_session_1555,7,True,True,False,True,True,False
T000160,end_of_session_1555,11,True,True,True,False,False,False
T000161,end_of_session_1555,3,True,True,True,False,False,False
T000162,end_of_session_1555,12,True,True,True,False,False,False
T000163,end_of_session_1555,11,True,True,True,False,False,False
T000164,end_of_session_1555,12,True,True,True,False,False,False
T000165,end_of_session_1555,12,True,True,True,False,False,False
T000166,end_of_session_1555,4,True,True,False,True,True,False
T000167,end_of_session_1555,7,True,True,False,True,True,False
T000168,end_of_session_1555,3,True,True,True,False,False,False
T000169,end_of_session_1555,11,True,True,True,False,False,False
T000170,end_of_session_1555,3,True,True,True,False,False,False
T000171,end_of_session_1555,11,True,True,True,False,False,False
T000172,end_of_session_1555,12,True,True,True,False,False,False
T000173,end_of_session_1555,3,True,True,True,False,False,False
T000174,end_of_session_1555,7,True,True,False,True,True,False
T000175,end_of_session_1555,12,True,True,True,False,False,False
T000176,end_of_session_1555,7,True,True,False,True,True,False
T000177,end_of_session_1555,12,True,True,True,False,False,False
T000178,end_of_session_1555,4,True,True,False,True,True,False
T000179,end_of_session_1555,12,True,True,True,False,False,False
T000180,end_of_session_1555,3,True,True,True,False,False,False
T000181,end_of_session_1555,11,True,True,True,False,False,False
T000182,end_of_session_1555,11,True,True,True,False,False,False
T000183,end_of_session_1555,4,True,True,False,True,True,False
T000184,end_of_session_1555,7,True,True,False,True,True,False
T000185,end_of_session_1555,12,True,True,True,False,False,False
T000186,end_of_session_1555,12,True,True,True,False,False,False
T000187,end_of_session_1555,11,True,True,True,False,False,False
T000188,end_of_session_1555,4,True,True,False,True,True,False
T000189,end_of_session_1555,7,True,True,False,True,True,False
T000190,end_of_session_1555,7,True,True,False,True,True,False
T000191,end_of_session_1555,6,True,True,False,True,True,True
T000192,end_of_session_1555,6,True,True,False,True,True,True
T000193,end_of_session_1555,7,True,True,False,True,True,False
T000194,end_of_session_1555,12,True,True,True,False,False,False
T000195,end_of_session_1555,7,True,True,False,True,True,False
T000196,end_of_session_1555,12,True,True,True,False,False,False
T000197,end_of_session_1555,4,True,True,False,True,True,False
T000198,end_of_session_1555,4,True,True,False,True,True,False
T000199,end_of_session_1555,4,True,True,False,True,True,False
T000200,end_of_session_1555,3,True,True,True,False,False,False
T000201,end_of_session_1555,3,True,True,True,False,False,False
T000202,end_of_session_1555,3,True,True,True,False,False,False
T000203,end_of_session_1555,9,True,True,False,True,True,False
T000204,end_of_session_1555,3,True,True,True,False,False,False
T000205,end_of_session_1555,9,True,True,False,True,True,False
T000206,end_of_session_1555,12,True,True,True,False,False,False
T000207,end_of_session_1555,3,True,True,True,False,False,False
T000208,end_of_session_1555,11,True,True,True,False,False,False
T000209,end_of_session_1555,4,True,True,False,True,True,False
T000210,end_of_session_1555,12,True,True,True,False,False,False
T000211,end_of_session_1555,4,True,True,False,True,True,False
T000212,end_of_session_1555,3,True,True,True,False,False,False
T000213,end_of_session_1555,3,True,True,True,False,False,False
T000214,end_of_session_1555,3,True,True,True,False,False,False
T000215,end_of_session_1555,3,True,True,True,False,False,False
T000216,end_of_session_1555,12,True,True,True,False,False,False
T000217,end_of_session_1555,12,True,True,True,False,False,False
T000218,end_of_session_1555,12,True,True,True,False,False,False
T000219,end_of_session_1555,12,True,True,True,False,False,False
T000220,end_of_session_1555,9,True,True,False,True,True,False
T000221,end_of_session_1555,4,True,True,False,True,True,False
T000222,end_of_session_1555,6,True,True,False,True,True,True
T000223,end_of_session_1555,12,True,True,True,False,False,False
T000224,end_of_session_1555,6,True,True,False,True,True,True
T000225,end_of_session_1555,12,True,True,True,False,False,False
T000226,end_of_session_1555,12,True,True,True,False,False,False
T000227,end_of_session_1555,11,True,True,True,False,False,False
T000228,end_of_session_1555,11,True,True,True,False,False,False
T000229,end_of_session_1555,12,True,True,True,False,False,False
T000230,end_of_session_1555,3,True,True,True,False,False,False
T000231,end_of_session_1555,11,True,True,True,False,False,False
T000232,end_of_session_1555,11,True,True,True,False,False,False
T000233,end_of_session_1555,4,True,True,False,True,True,False
T000234,end_of_session_1555,4,True,True,False,True,True,False
T000235,end_of_session_1555,4,True,True,False,True,True,False
T000236,end_of_session_1555,12,True,True,True,False,False,False
T000237,end_of_session_1555,4,True,True,False,True,True,False
T000238,end_of_session_1555,11,True,True,True,False,False,False
T000239,end_of_session_1555,12,True,True,True,False,False,False
T000240,end_of_session_1555,12,True,True,True,False,False,False
T000241,end_of_session_1555,3,True,True,True,False,False,False
T000242,end_of_session_1555,12,True,True,True,False,False,False
T000243,end_of_session_1555,12,True,True,True,False,False,False
T000244,end_of_session_1555,9,True,True,False,True,True,False
T000245,end_of_session_1555,9,True,True,False,True,True,False
T000246,end_of_session_1555,3,True,True,True,False,False,False
T000247,end_of_session_1555,7,True,True,False,True,True,False
T000248,end_of_session_1555,3,True,True,True,False,False,False
T000249,end_of_session_1555,11,True,True,True,False,False,False
T000250,end_of_session_1555,3,True,True,True,False,False,False
T000251,end_of_session_1555,11,True,True,True,False,False,False
T000252,end_of_session_1555,11,True,True,True,False,False,False
T000253,end_of_session_1555,11,True,True,True,False,False,False
T000254,end_of_session_1555,3,True,True,True,False,False,False
T000255,end_of_session_1555,3,True,True,True,False,False,False
T000256,end_of_session_1555,12,True,True,True,False,False,False
T000257,end_of_session_1555,3,True,True,True,False,False,False
T000258,end_of_session_1555,3,True,True,True,False,False,False
T000259,end_of_session_1555,11,True,True,True,False,False,False
T000260,end_of_session_1555,3,True,True,True,False,False,False
T000261,end_of_session_1555,11,True,True,True,False,False,False
T000262,end_of_session_1555,11,True,True,True,False,False,False
T000263,end_of_session_1555,12,True,True,True,False,False,False
T000264,end_of_session_1555,9,True,True,False,True,True,False
T000265,end_of_session_1555,9,True,True,False,True,True,False
T000266,end_of_session_1555,3,True,True,True,False,False,False
T000267,end_of_session_1555,3,True,True,True,False,False,False
T000268,end_of_session_1555,9,True,True,False,True,True,False
T000269,end_of_session_1555,12,True,True,True,False,False,False
T000270,end_of_session_1555,11,True,True,True,False,False,False
T000271,end_of_session_1555,12,True,True,True,False,False,False
T000272,end_of_session_1555,3,True,True,True,False,False,False
T000273,end_of_session_1555,3,True,True,True,False,False,False
T000274,end_of_session_1555,3,True,True,True,False,False,False
T000275,end_of_session_1555,3,True,True,True,False,False,False
T000276,end_of_session_1555,7,True,True,False,True,True,False
T000277,end_of_session_1555,3,True,True,True,False,False,False
T000278,end_of_session_1555,3,True,True,True,False,False,False
T000279,end_of_session_1555,3,True,True,True,False,False,False
T000280,end_of_session_1555,12,True,True,True,False,False,False
T000281,end_of_session_1555,12,True,True,True,False,False,False
T000282,end_of_session_1555,4,True,True,False,True,True,False
T000283,end_of_session_1555,11,True,True,True,False,False,False
T000284,end_of_session_1555,12,True,True,True,False,False,False
T000285,end_of_session_1555,12,True,True,True,False,False,False
T000286,end_of_session_1555,9,True,True,False,True,True,False
T000287,end_of_session_1555,9,True,True,False,True,True,False
T000288,end_of_session_1555,9,True,True,False,True,True,False
T000289,end_of_session_1555,9,True,True,False,True,True,False
T000290,end_of_session_1555,4,True,True,False,True,True,False
T000291,end_of_session_1555,12,True,True,True,False,False,False
T000292,end_of_session_1555,12,True,True,True,False,False,False
T000293,end_of_session_1555,4,True,True,False,True,True,False
T000294,end_of_session_1555,12,True,True,True,False,False,False
T000295,end_of_session_1555,11,True,True,True,False,False,False
T000296,end_of_session_1555,12,True,True,True,False,False,False
T000297,end_of_session_1555,12,True,True,True,False,False,False
T000298,end_of_session_1555,12,True,True,True,False,False,False
T000299,end_of_session_1555,4,True,True,False,True,True,False
T000300,end_of_session_1555,4,True,True,False,True,True,False
T000301,end_of_session_1555,12,True,True,True,False,False,False
T000302,end_of_session_1555,12,True,True,True,False,False,False
T000303,end_of_session_1555,11,True,True,True,False,False,False
T000304,end_of_session_1555,9,True,True,False,True,True,False
T000305,end_of_session_1555,9,True,True,False,True,True,False
T000306,end_of_session_1555,9,True,True,False,True,True,False
T000307,end_of_session_1555,3,True,True,True,False,False,False
T000308,end_of_session_1555,3,True,True,True,False,False,False
T000309,end_of_session_1555,3,True,True,True,False,False,False
T000310,end_of_session_1555,3,True,True,True,False,False,False
T000311,end_of_session_1555,4,True,True,False,True,True,False
T000312,end_of_session_1555,4,True,True,False,True,True,False
T000313,end_of_session_1555,12,True,True,True,False,False,False
T000314,end_of_session_1555,11,True,True,True,False,False,False
T000315,end_of_session_1555,3,True,True,True,False,False,False
T000316,end_of_session_1555,12,True,True,True,False,False,False
T000317,end_of_session_1555,11,True,True,True,False,False,False
T000318,end_of_session_1555,4,True,True,False,True,True,False
T000319,end_of_session_1555,12,True,True,True,False,False,False
T000320,end_of_session_1555,12,True,True,True,False,False,False
T000321,end_of_session_1555,11,True,True,True,False,False,False
T000322,end_of_session_1555,12,True,True,True,False,False,False
T000323,end_of_session_1555,12,True,True,True,False,False,False
T000324,end_of_session_1555,12,True,True,True,False,False,False
T000325,end_of_session_1555,9,True,True,False,True,True,False
T000326,end_of_session_1555,7,True,True,False,True,True,False
T000327,end_of_session_1555,7,True,True,False,True,True,False
T000328,end_of_session_1555,7,True,True,False,True,True,False
T000329,end_of_session_1555,7,True,True,False,True,True,False
T000330,end_of_session_1555,7,True,True,False,True,True,False
T000331,end_of_session_1555,3,True,True,True,False,False,False
T000332,end_of_session_1555,11,True,True,True,False,False,False
T000333,end_of_session_1555,6,True,True,False,True,True,True
T000334,end_of_session_1555,6,True,True,False,True,True,True
T000335,end_of_session_1555,12,True,True,True,False,False,False
T000336,end_of_session_1555,3,True,True,True,False,False,False
T000337,end_of_session_1555,4,True,True,False,True,True,False
T000338,end_of_session_1555,6,True,True,False,True,True,True
T000339,end_of_session_1555,12,True,True,True,False,False,False
T000340,end_of_session_1555,12,True,True,True,False,False,False
T000341,end_of_session_1555,9,True,True,False,True,True,False
T000342,end_of_session_1555,9,True,True,False,True,True,False
T000343,end_of_session_1555,9,True,True,False,True,True,False
T000344,end_of_session_1555,9,True,True,False,True,True,False
T000345,end_of_session_1555,9,True,True,False,True,True,False
T000346,end_of_session_1555,7,True,True,False,True,True,False
T000347,end_of_session_1555,6,True,True,False,True,True,True
T000348,end_of_session_1555,7,True,True,False,True,True,False
T000349,end_of_session_1555,6,True,True,False,True,True,True
T000350,end_of_session_1555,12,True,True,True,False,False,False
T000351,end_of_session_1555,6,True,True,False,True,True,True
T000352,end_of_session_1555,6,True,True,False,True,True,True
T000353,end_of_session_1555,11,True,True,True,False,False,False
T000354,end_of_session_1555,3,True,True,True,False,False,False
T000355,end_of_session_1555,11,True,True,True,False,False,False
T000356,end_of_session_1555,3,True,True,True,False,False,False
T000357,end_of_session_1555,3,True,True,True,False,False,False
T000358,end_of_session_1555,3,True,True,True,False,False,False
T000359,end_of_session_1555,12,True,True,True,False,False,False
T000360,end_of_session_1555,12,True,True,True,False,False,False
T000361,end_of_session_1555,3,True,True,True,False,False,False
T000362,end_of_session_1555,9,True,True,False,True,True,False
T000363,end_of_session_1555,12,True,True,True,False,False,False
T000364,end_of_session_1555,3,True,True,True,False,False,False
T000365,end_of_session_1555,12,True,True,True,False,False,False
T000366,end_of_session_1555,12,True,True,True,False,False,False
T000367,end_of_session_1555,3,True,True,True,False,False,False
T000368,end_of_session_1555,12,True,True,True,False,False,False
T000369,end_of_session_1555,3,True,True,True,False,False,False
T000370,end_of_session_1555,12,True,True,True,False,False,False
T000371,end_of_session_1555,3,True,True,True,False,False,False
T000372,end_of_session_1555,3,True,True,True,False,False,False
T000373,end_of_session_1555,3,True,True,True,False,False,False
T000374,end_of_session_1555,12,True,True,True,False,False,False
T000375,end_of_session_1555,11,True,True,True,False,False,False
T000376,end_of_session_1555,11,True,True,True,False,False,False
T000377,end_of_session_1555,4,True,True,False,True,True,False
T000378,end_of_session_1555,9,True,True,False,True,True,False
T000379,end_of_session_1555,4,True,True,False,True,True,False
T000380,end_of_session_1555,9,True,True,False,True,True,False
T000381,end_of_session_1555,12,True,True,True,False,False,False
T000382,end_of_session_1555,6,True,True,False,True,True,True
T000383,end_of_session_1555,6,True,True,False,True,True,True
T000384,end_of_session_1555,4,True,True,False,True,True,False
T000385,end_of_session_1555,12,True,True,True,False,False,False
T000386,end_of_session_1555,6,True,True,False,True,True,True
T000387,end_of_session_1555,12,True,True,True,False,False,False
T000388,end_of_session_1555,12,True,True,True,False,False,False
T000389,end_of_session_1555,11,True,True,True,False,False,False
T000390,end_of_session_1555,12,True,True,True,False,False,False
T000391,end_of_session_1555,3,True,True,True,False,False,False
T000392,end_of_session_1555,4,True,True,False,True,True,False
T000393,end_of_session_1555,12,True,True,True,False,False,False
T000394,end_of_session_1555,12,True,True,True,False,False,False
T000395,end_of_session_1555,12,True,True,True,False,False,False
T000396,end_of_session_1555,12,True,True,True,False,False,False
T000397,end_of_session_1555,4,True,True,False,True,True,False
T000398,end_of_session_1555,11,True,True,True,False,False,False
T000399,end_of_session_1555,4,True,True,False,True,True,False
T000400,end_of_session_1555,4,True,True,False,True,True,False
T000401,end_of_session_1555,4,True,True,False,True,True,False
T000402,end_of_session_1555,4,True,True,False,True,True,False
T000403,end_of_session_1555,9,True,True,False,True,True,False
T000404,end_of_session_1555,4,True,True,False,True,True,False
T000405,end_of_session_1555,4,True,True,False,True,True,False
T000406,end_of_session_1555,4,True,True,False,True,True,False
T000407,end_of_session_1555,4,True,True,False,True,True,False
T000408,end_of_session_1555,4,True,True,False,True,True,False
T000409,end_of_session_1555,11,True,True,True,False,False,False
T000410,end_of_session_1555,12,True,True,True,False,False,False
T000411,end_of_session_1555,12,True,True,True,False,False,False
T000412,end_of_session_1555,4,True,True,False,True,True,False
T000413,end_of_session_1555,11,True,True,True,False,False,False
T000414,end_of_session_1555,6,True,True,False,True,True,True
T000415,end_of_session_1555,11,True,True,True,False,False,False
T000416,end_of_session_1555,9,True,True,False,True,True,False
T000417,end_of_session_1555,3,True,True,True,False,False,False
T000418,end_of_session_1555,9,True,True,False,True,True,False
T000419,end_of_session_1555,7,True,True,False,True,True,False
T000420,end_of_session_1555,12,True,True,True,False,False,False
T000421,end_of_session_1555,3,True,True,True,False,False,False
T000422,end_of_session_1555,3,True,True,True,False,False,False
T000423,end_of_session_1555,3,True,True,True,False,False,False
T000424,end_of_session_1555,7,True,True,False,True,True,False
T000425,end_of_session_1555,11,True,True,True,False,False,False
T000426,end_of_session_1555,3,True,True,True,False,False,False
T000427,end_of_session_1555,3,True,True,True,False,False,False
T000428,end_of_session_1555,11,True,True,True,False,False,False
T000429,end_of_session_1555,7,True,True,False,True,True,False
T000430,end_of_session_1555,4,True,True,False,True,True,False
T000431,end_of_session_1555,12,True,True,True,False,False,False
T000432,end_of_session_1555,12,True,True,True,False,False,False
T000433,end_of_session_1555,12,True,True,True,False,False,False
T000434,end_of_session_1555,9,True,True,False,True,True,False
T000435,end_of_session_1555,9,True,True,False,True,True,False
T000436,end_of_session_1555,3,True,True,True,False,False,False
T000437,end_of_session_1555,12,True,True,True,False,False,False
T000438,end_of_session_1555,7,True,True,False,True,True,False
T000439,end_of_session_1555,7,True,True,False,True,True,False
T000440,end_of_session_1555,12,True,True,True,False,False,False
T000441,end_of_session_1555,11,True,True,True,False,False,False
T000442,end_of_session_1555,6,True,True,False,True,True,True
T000443,end_of_session_1555,3,True,True,True,False,False,False
T000444,end_of_session_1555,3,True,True,True,False,False,False
T000445,end_of_session_1555,3,True,True,True,False,False,False
T000446,end_of_session_1555,12,True,True,True,False,False,False
T000447,end_of_session_1555,11,True,True,True,False,False,False
T000448,end_of_session_1555,3,True,True,True,False,False,False
T000449,end_of_session_1555,3,True,True,True,False,False,False
T000450,end_of_session_1555,12,True,True,True,False,False,False
T000451,end_of_session_1555,3,True,True,True,False,False,False
T000452,end_of_session_1555,3,True,True,True,False,False,False
T000453,end_of_session_1555,12,True,True,True,False,False,False
T000454,end_of_session_1555,12,True,True,True,False,False,False
T000455,end_of_session_1555,11,True,True,True,False,False,False
T000456,end_of_session_1555,12,True,True,True,False,False,False
T000457,end_of_session_1555,4,True,True,False,True,True,False
T000458,end_of_session_1555,9,True,True,False,True,True,False
T000459,end_of_session_1555,9,True,True,False,True,True,False
T000460,end_of_session_1555,4,True,True,False,True,True,False
T000461,end_of_session_1555,4,True,True,False,True,True,False
T000462,end_of_session_1555,4,True,True,False,True,True,False
T000463,end_of_session_1555,3,True,True,True,False,False,False
T000464,end_of_session_1555,7,True,True,False,True,True,False
T000465,end_of_session_1555,3,True,True,True,False,False,False
T000466,end_of_session_1555,3,True,True,True,False,False,False
T000467,end_of_session_1555,11,True,True,True,False,False,False
T000468,end_of_session_1555,4,True,True,False,True,True,False
T000469,end_of_session_1555,4,True,True,False,True,True,False
T000470,end_of_session_1555,11,True,True,True,False,False,False
T000471,end_of_session_1555,11,True,True,True,False,False,False
T000472,end_of_session_1555,3,True,True,True,False,False,False
T000473,end_of_session_1555,3,True,True,True,False,False,False
T000474,end_of_session_1555,12,True,True,True,False,False,False
T000475,end_of_session_1555,12,True,True,True,False,False,False
T000476,end_of_session_1555,3,True,True,True,False,False,False
T000477,end_of_session_1555,3,True,True,True,False,False,False
T000478,end_of_session_1555,9,True,True,False,True,True,False
T000479,end_of_session_1555,9,True,True,False,True,True,False
T000480,end_of_session_1555,12,True,True,True,False,False,False
T000481,end_of_session_1555,3,True,True,True,False,False,False
T000482,end_of_session_1555,7,True,True,False,True,True,False
T000483,end_of_session_1555,7,True,True,False,True,True,False
T000484,end_of_session_1555,3,True,True,True,False,False,False
T000485,end_of_session_1555,3,True,True,True,False,False,False
T000486,end_of_session_1555,11,True,True,True,False,False,False
T000487,end_of_session_1555,12,True,True,True,False,False,False
T000488,end_of_session_1555,3,True,True,True,False,False,False
T000489,end_of_session_1555,3,True,True,True,False,False,False
T000490,end_of_session_1555,12,True,True,True,False,False,False
T000491,end_of_session_1555,9,True,True,False,True,True,False
T000492,end_of_session_1555,4,True,True,False,True,True,False
T000493,end_of_session_1555,9,True,True,False,True,True,False
T000494,end_of_session_1555,9,True,True,False,True,True,False
T000495,end_of_session_1555,4,True,True,False,True,True,False
T000496,end_of_session_1555,4,True,True,False,True,True,False
T000497,end_of_session_1555,4,True,True,False,True,True,False
T000498,end_of_session_1555,12,True,True,True,False,False,False
T000499,end_of_session_1555,4,True,True,False,True,True,False
T000500,end_of_session_1555,11,True,True,True,False,False,False
T000501,end_of_session_1555,11,True,True,True,False,False,False
T000502,end_of_session_1555,3,True,True,True,False,False,False
T000503,end_of_session_1555,11,True,True,True,False,False,False
T000504,end_of_session_1555,4,True,True,False,True,True,False
T000505,end_of_session_1555,12,True,True,True,False,False,False
T000506,end_of_session_1555,6,True,True,False,True,True,True
T000507,end_of_session_1555,9,True,True,False,True,True,False
T000508,end_of_session_1555,9,True,True,False,True,True,False
T000509,end_of_session_1555,9,True,True,False,True,True,False
T000510,end_of_session_1555,6,True,True,False,True,True,True
T000511,end_of_session_1555,12,True,True,True,False,False,False
T000512,end_of_session_1555,12,True,True,True,False,False,False
T000513,end_of_session_1555,6,True,True,False,True,True,True
T000514,end_of_session_1555,12,True,True,True,False,False,False
T000515,end_of_session_1555,3,True,True,True,False,False,False
T000516,end_of_session_1555,6,True,True,False,True,True,True
